City,Brand,Body,Price,1000Km,Power,Year,Gas,Transmission,Seller,Owners,Warranty,URL
berlin,bmw,kombi,49.700,80.8,340,2020,Benzin,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-540-i-xdrive-touring-m-sport-ahk-panorama-adapt-led-he-benzin-grau-62349640-416c-49e2-aa74-5563936502dc
berlin,bmw,kombi,48.950,35.1,184,2021,Benzin,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-520-i-touring-luxury-line-ahzv-standheizung-hud-benzin-weiss-a4a28d52-92d4-41b5-ae14-306698c5c020
berlin,bmw,kombi,41.000,6.5,184,2020,Elektro/Benzin,-,Privat,1,nan,https://www.autoscout24.de/angebote/bmw-330-330e-touring-aut-advantage-elektro-benzin-silber-37c6b35f-6b44-4983-9438-1f02b679dcb8
berlin,bmw,kombi,40.950,65.3,190,2021,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-touring-xdrive-m-sport-laser-ahk-standhz-diesel-grau-d7cb279d-84ac-4801-b2a8-0d99df75cd9b
berlin,bmw,kombi,,22.2,190,2021,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-520-d-touring-cockpit-prof-hud-pano-laser-sca-diesel-grau-dd35f2f2-fd33-43d1-bebb-e13774e46556
berlin,bmw,kombi,48.900,17.9,286,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-touring-luxury-line-pano-leder-navi-hud-diesel-weiss-3cc6b996-38d6-49f7-badc-ff0b6a2eb702
berlin,bmw,kombi,48.950,22.4,252,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-i-touring-xdrive-luxury-line-pano-leder-hu-benzin-schwarz-6effdfc1-3a56-4229-83ff-7668185ba6b8
berlin,bmw,kombi,46.500,3.9,184,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-i-touring-sport-line-eu6d-park-assistent-laserlich-benzin-schwarz-07ab1138-56ce-4d6a-b091-73f917af5ace
berlin,bmw,kombi,41.950,25.522,184,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-i-touring-m-sport-pano-hud-led-navi-mem-ka-benzin-weiss-feb4dd27-71ba-4d91-9836-8ecdb1c2af3d
berlin,bmw,kombi,46.990,5.9,190,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-touring-aut-ab-699--o-a-ahk-acc-laser-rfk-diesel-weiss-d649ab06-16da-4160-87af-87814170fc98
berlin,bmw,kombi,42.800,22.2,190,2021,Diesel,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-520-d-touring-cockpit-prof-hud-pano-laser-sca-diesel-grau-e0e8ffca-7b6e-42af-a865-8b700895235f
berlin,bmw,kombi,45.220,49.429,340,2020,Benzin,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-540-ia-m-sport-navi-kamera-pano-led-benzin-weiss-bcceb8a4-ce11-4b56-b137-c56b6ae3264d
berlin,bmw,kombi,44.400,9.99,190,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-tour-sport-l-cockpitprof-acc-ahk-diesel-grau-c7b8b224-6350-460e-b92c-e64e573e3b6f
berlin,bmw,kombi,40.850,31.875,184,2021,Benzin,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-320-i-m-sport-touring-hud-acc-digitacho-park-assi-benzin-schwarz-fcf5a63a-de9d-4418-af99-37f471f70006
berlin,bmw,kombi,44.200,114.0,400,2018,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-550-m550d-xdrive-touring-aut-diesel-silber-cfeb92dc-72c9-4e09-a983-d3ae3d61213a
berlin,bmw,kombi,42.900,50.167,286,2021,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-330-d-m-sport-pano-laser-leder-navi-hud-mem-a-diesel-grau-bee3f29a-e3dc-4ddf-8e6f-2ff17c448cd8
berlin,bmw,kombi,45.780,22.994,184,2022,Benzin,Automatik,Händler,1,60 Monate,https://www.autoscout24.de/angebote/bmw-520-i-m-sport-touring-park-assi-hud-led-lcprof-benzin-schwarz-508d5f51-085a-47e9-b16b-e4bf6100a6f1
berlin,bmw,kombi,40.800,47.7,265,2020,Diesel,Automatik,Händler,2,12 Monate,https://www.autoscout24.de/angebote/bmw-530-d-touring-m-sport-adapt-led-navi-prof-head-up-hi-diesel-schwarz-e67be673-f51a-4528-b1f0-e022f617b232
berlin,bmw,kombi,47.950,42.088,320,2020,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-d-xdrive-m-sport-acc-led-kam-mem-shz-diesel-schwarz-6390a20e-7d0c-4bcf-ac54-558bdad35bda
berlin,bmw,kombi,48.900,10.026,292,2022,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-330-e-touring-xdrive-sport-line-pano-laser-nav-elektro-benzin-grau-89c1572a-7141-4b85-94dc-d6317713973f
berlin,bmw,kombi,41.980,23.783,184,2022,Benzin,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-320-i-touring-sport-line-hifi-dab-wlan-ahk-shz-benzin-weiss-9cd2ea63-e167-4de8-bc85-76f5b9534919
berlin,bmw,kombi,44.900,35.2,265,2021,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-330-d-touring-xdrive-pano-leder-laser-navi-hud-diesel-blau-dc0d19c1-c348-4986-a617-044cb67ce2db
berlin,bmw,kombi,40.850,40.152,252,2019,Benzin,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-530-i-m-sport-touring-led-navi-hud-hk-park-assistent-benzin-schwarz-b17c8fa5-0f8e-43d9-826c-bdbbd50c22de
berlin,bmw,kombi,40.990,73.223,265,2019,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-touring-luxury-line-komfortsitz-diesel-schwarz-ef76e99f-dbf7-449e-8467-caa7af0554a4
berlin,bmw,kombi,48.900,25.2,245,2022,Benzin,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-530-i-m-sport-pano-laser-hud-navi-acc-mem-led-benzin-schwarz-2ceabd6f-263d-45a0-abbc-83aa5b2a8c09
berlin,bmw,kombi,48.500,17.0,190,2022,Diesel,Automatik,Händler,1,12 Monate,https://www.autoscout24.de/angebote/bmw-520-m-sport-touring-spurhal-navi-verkehrsz-totw-kamera-diesel-schwarz-417e9277-637a-4e6d-a35c-3774dc0d531a
berlin,bmw,kombi,47.900,18.2,292,2022,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-330-e-touring-xdrive-luxury-line-pano-laser-le-elektro-benzin-grau-8649405c-a5c2-496c-94d1-8116d1ee7c72
berlin,bmw,kombi,44.990,26.853,265,2020,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-xdrive-touring-luxury-line-komfortsitz-diesel-weiss-a834d042-f00a-4608-9b4b-2088d8899427
berlin,bmw,kombi,49.900,24.948,292,2022,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-e-touring-xdrive-m-sport-hud-navi-led-acc-elektro-benzin-schwarz-c2fe8ebd-37c6-4ba9-bd6c-6aa7e5fc2ddf
berlin,bmw,kombi,49.900,25.0,245,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-i-xdrive-m-sport-pano-laser-navi-hud-acc-benzin-weiss-3492a810-fd76-4e5e-93d7-280a6759d784
berlin,bmw,kombi,49.490,12.241,292,2021,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-330-e-touring-m-paket-laser-hud-dab-hk-hifi-elektro-benzin-blau-4a1dc5f4-6aa8-4b4c-8ed3-05ae3a4009b8
berlin,bmw,kombi,49.900,18.6,252,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-i-xdrive-m-sport-pano-laser-navi-hud-led-benzin-weiss-9f6e23ec-3eb2-463c-b95f-f3ca709385f8
berlin,bmw,kombi,46.900,24.7,252,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-i-m-sport-pano-navi-hud-led-mem-kam-shz-benzin-grau-0bd085f8-4bc3-4551-a438-5361d6340893
berlin,bmw,kombi,48.900,13.6,292,2022,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-330-e-xdrive-m-sport-pano-leder-laser-navi-hu-elektro-benzin-rot-81af31e8-3d8b-4f08-b08d-a2af01c2f3dd
berlin,bmw,kombi,44.900,22.2,292,2022,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-330-e-touring-xdrive-sport-line-pano-laser-nav-elektro-benzin-weiss-7a99efdf-1165-4e99-99ac-0e8c18854524
berlin,bmw,kombi,54.780,88.774,400,2020,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-m5-m550-d-xdrive-t-laser-live-cockpit-360grad-h-k-diesel-weiss-307c8755-1626-4eaf-8b70-616b59692966
berlin,bmw,kombi,52.270,14.99,150,2022,Diesel,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-318-d-touring-cockpit-prof-dab-wlan-driving-ass-diesel-grau-a5dfd321-a61b-47f1-94b1-01e819fdcd69
berlin,bmw,kombi,56.900,18.938,333,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-i-touring-xdrive-m-sport-standhz-pano-navi-benzin-grau-b5184901-8b32-4880-bea3-8b48ecedc7fc
berlin,bmw,kombi,51.000,21.7,340,2017,Benzin,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-540-jm21-540i-xdrive-touring-aut-benzin-schwarz-54ab23d0-b42c-4452-9928-251bc35e5ea4
berlin,bmw,kombi,56.990,19.979,286,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-touring-m-sport-pano-led-acc-hud-totw-kam-diesel-weiss-c1bf2e12-a380-4ed6-9b6d-46199637dc06
berlin,bmw,kombi,55.950,14.8,190,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-d-touring-xdrive-m-sport-pano-navi-hud-led-diesel-weiss-aa0d5155-5731-4c3e-902a-e42ae6e4ad7c
berlin,bmw,kombi,53.900,22.0,286,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-touring-xdrive-m-sport-pano-navi-hud-led-diesel-schwarz-35043959-e13a-4a9d-843c-71951a61aeb5
berlin,bmw,kombi,51.950,20.189,286,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-330-d-touring-xdrive-m-sport-pano-hud-navi-led-diesel-schwarz-5f61c658-8978-4d6e-af5c-3cf7610f5872
berlin,bmw,kombi,56.220,40.104,286,2021,Elektro/Diesel,-,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-530-d-mild-hybrid-m-sport-laser-head-up-sitzhzg-elektro-diesel-schwarz-c80bac2f-a341-42d1-a59a-31d7246a771f
berlin,bmw,kombi,50.950,24.6,286,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-touring-luxury-line-pano-laser-leder-nav-diesel-schwarz-ce8cfe40-7864-4549-861f-ed4f2bb30f67
berlin,bmw,kombi,59.950,14.0,340,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-d-touring-xdrive-m-sport-hud-led-navi-kam-diesel-schwarz-e081e174-4139-4cef-9a7d-371d3314a659
berlin,bmw,kombi,52.480,25.7,245,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-i-touring-mild-hybrid-m-sport-ahk-adapt-led-head-benzin-weiss-c9345b01-b12c-4e32-859d-bd983b25aeec
berlin,bmw,kombi,51.900,20.6,286,2022,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-luxury-line-pano-leder-navi-hud-diesel-grau-4530c552-7477-4c34-a7e3-246036dbe1d4
berlin,bmw,kombi,51.900,9.968,252,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-i-touring-xdrive-m-sport-pano-navi-hud-led-benzin-schwarz-828e6b45-de86-4e0c-9dd1-79ab441f6ee8
berlin,bmw,kombi,51.900,10.774,252,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-i-touring-xdrive-m-sport-pano-navi-led-hud-benzin-schwarz-6397846b-00b7-4c99-8009-f6cd128cf605
berlin,bmw,kombi,51.900,9.0,286,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-touring-luxury-line-pano-leder-navi-hud-diesel-schwarz-31d9d9d3-cc53-4b09-9f91-d02f0d2da006
berlin,bmw,kombi,55.000,34.136,286,2020,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-530-530d-touring-m-sport-pano-headup-diesel-grau-dfeb05bb-0a44-4ef8-8924-f1eb89f29f05
berlin,bmw,kombi,57.900,19.0,333,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-i-touring-xdrive-m-sport-pano-standhz-navi-benzin-grau-af1bbddb-8931-448f-b584-6e8d95b13803
berlin,bmw,kombi,55.990,23.9,374,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-340-xdrive-laser-pano-acc-totw-hud-dig-tacho-benzin-schwarz-eeb64ddd-a79e-472f-bb18-cb2a6e2a3e56
berlin,bmw,kombi,58.900,1.67,190,2023,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-touring-sofort-verfuegbar-diesel-schwarz-2fb9c237-8e5c-4d54-97b3-60890a4a5aca
berlin,bmw,kombi,52.479,4.98,204,2022,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-e-touring-hybrid-park-assistent-led-navi-pdc-klima-elektro-benzin-grau-7051195c-7438-44d5-afdd-bec1d3120913
berlin,bmw,kombi,66.400,0.002,190,2023,Diesel,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-520-d-touring-m-sport-ahk-led-el-sitze-driving-ass-p-diesel-grau-237f9f9d-eab0-49cb-ad25-01c70fb6c70e
berlin,bmw,kombi,52.990,62.295,400,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-550-d-xdrive-touring-led-head-up-dab-diesel-schwarz-47ab112c-02ba-405c-835f-6a1e79ebe09f
berlin,bmw,kombi,63.900,2.208,292,2022,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-e-touring-xdrive-m-sport-pano-laser-navi-h-elektro-benzin-schwarz-3df7dff4-b7e8-4775-ba00-66f91cbfea01
berlin,bmw,kombi,62.590,0.005,190,2023,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-320-d-touring-m-sport-alcantara-panorama-klima-pdc-diesel-grau-61895546-7e35-4826-b572-f2af3b406744
berlin,bmw,kombi,63.760,0.005,184,2023,Benzin,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-520-i-touring-m-sport-park-assistent-led-navi-klima-rue-benzin-schwarz-57122714-01c4-4acc-b776-f4f6246ff4e5
berlin,bmw,kombi,57.900,15.0,292,2022,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-e-touring-m-sport-navi-laser-hud-ahk-kam-s-elektro-benzin-rot-707cbaad-fedd-4bb2-ab44-9dd4c7030a1b
berlin,bmw,kombi,62.900,20.76,292,2022,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-e-touring-xdrive-m-sport-laser-pano-hud-h-elektro-benzin-schwarz-2732487e-9af2-485c-b7cf-6c290284a679
berlin,bmw,kombi,66.500,0.013,190,2023,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-320-d-touring-led-park-assistent-klima-wireless-chargi-diesel-grau-04e233c2-8c70-47c9-b0e6-ee08e27fbb25
berlin,bmw,kombi,51.900,18.4,286,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-m-sport-standhz-pano-navi-hud-led-mem-a-diesel-grau-99e2b57b-4100-4f7e-8c99-fa744c76def7
berlin,bmw,kombi,69.780,0.016,184,2023,Benzin,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-520-i-touring-m-sport-park-assistent-sportfahrwerk-kli-benzin-schwarz-3ebd5777-17bc-4231-b404-a6031387bf11
berlin,bmw,kombi,68.200,27.729,340,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-d-xdrive-touring-m-sport-hud-pano-luftfeder-diesel-grau-dd94e297-2713-43f3-a227-d3c880d47ae0
berlin,bmw,kombi,74.485,12.688,333,2022,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-i-xdrive-touring-m-sportpaket-park-assistent-laser-benzin-schwarz-82d5e8e1-cfdd-43ec-8684-3f56f3eb6a32
berlin,bmw,kombi,,27.729,340,2022,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-540-d-xdrive-touring-m-sport-hud-pano-luftfeder-diesel-grau-bf4d73d2-b4b0-4949-b3d5-058f395e6df1
berlin,bmw,kombi,66.890,0.0,286,2023,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-touring-m-sport-leder-mokka-shz-h-k-navi-diesel-schwarz-5173e2f1-6b62-4418-a062-90ff6319f33c
berlin,bmw,kombi,67.364,0.004,190,2023,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-520-xdrive-touring-m-sport-park-assistent-led-navi-kur-diesel-blau-029d4819-0623-4022-891b-c9e23d5439f1
berlin,bmw,kombi,65.990,1.999,190,2023,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-d-touring-xdrive-m-sport-h-k-hud-navi-acc-diesel-schwarz-c8496263-8b26-4e0e-80ff-b21aa50d2213
berlin,bmw,kombi,77.570,15.85,190,2022,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-d-touring-m-sport-hud-pano-luftfederung-ahk-diesel-schwarz-27618785-7a6d-4a2a-bb58-3569823b8599
berlin,bmw,kombi,75.890,1.556,333,2023,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-i-xdrive-touring-ab-sofort-verfuegbar-benzin-schwarz-863cf7c3-a70b-474e-84c1-982cdf95419e
berlin,bmw,kombi,75.850,0.007,292,2023,Elektro/Benzin,-,Händler,,nan,https://www.autoscout24.de/angebote/bmw-330-e-touring-m-sport-led-parkassistent-h-k-panorama-k-elektro-benzin-grau-293c93b0-f999-4d71-988c-03f89928eede
berlin,bmw,kombi,78.310,0.005,292,2023,Elektro/Benzin,-,Händler,,nan,https://www.autoscout24.de/angebote/bmw-330-e-touring-m-sport-led-parkassistent-panorama-h-k-k-elektro-benzin-weiss-4357ee13-00cb-420c-9f71-8e65c8030bb7
berlin,skoda,kleinwagen,4.890,129.0,60,2013,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/skoda-fabia-cool-edition-benzin-schwarz-01431c78-250e-4c78-a48d-5076969e39ce
berlin,skoda,kleinwagen,4.999,128.0,60,2013,Benzin,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/skoda-citigo-1-0-active-60ps-5-gang-klima-bluetooth-hu-benzin-schwarz-3b9fa074-a05f-45f9-b0a5-a31e894ad7eb
berlin,skoda,kleinwagen,9.470,67.2,60,2017,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/skoda-fabia-1-0l-mpi-active-green-klimaanlage-el-fenst-benzin-grau-c4c21085-aebd-46f1-a1be-240ed6b4ea30
berlin,skoda,kleinwagen,9.890,138.931,90,2016,Benzin,Schaltgetriebe,Händler,1,12 Monate,https://www.autoscout24.de/angebote/skoda-fabia-1-2-tsi-joy-benzin-e9f2f500-0787-4929-a7df-4d9df00f74d1
berlin,skoda,kleinwagen,9.990,52.831,95,2017,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/skoda-fabia-1-0-tsi-ambition-benzin-weiss-0b869272-dcee-4f6b-835b-77733276eaf5
berlin,skoda,kleinwagen,8.390,179.77,179,2013,Benzin,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/skoda-fabia-rs-black-vision-dsg-ahk-sitzheizung-temp-benzin-grau-a155d70f-e6b9-4fb8-b379-722f63e15592
berlin,skoda,kleinwagen,8.250,87.4,75,2014,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/skoda-citigo-monte-carlo-shz-alu-navi-teilleder-top-benzin-schwarz-ccddc260-2132-4e93-862c-b737906015f8
berlin,skoda,kleinwagen,6.900,79.21,60,2013,Benzin,Schaltgetriebe,Händler,2,12 Monate,https://www.autoscout24.de/angebote/skoda-citigo-active-2-hand-scheckheft-gepfl-klima-navi-benzin-silber-d584dc89-7201-49ae-9739-f978d7b757ea
berlin,skoda,kleinwagen,8.490,31.0,86,2013,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/skoda-fabia-1-2l-tsi-63kw-fresh-benzin-silber-0e55f9fd-bbbb-4c31-bb23-7115f8122d82
berlin,skoda,kleinwagen,8.990,31.4,75,2016,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/skoda-citigo-1-0-mpi-monte-carlo-klimaanlage-alu-temp-shz-pdc-benzin-rot-5c588f2c-59fb-4d88-8472-e0db7ea760fb
berlin,skoda,kleinwagen,7.100,119.0,86,2014,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/skoda-fabia-best-of-garantie-benzin-schwarz-32aca28a-295a-47cb-8250-b83f4fb3cee3
berlin,skoda,kleinwagen,9.490,17.583,60,2019,Benzin,Schaltgetriebe,Händler,4,12 Monate,https://www.autoscout24.de/angebote/skoda-citigo-citigo-1-0-mpi-allwetter-pdc-klima-cd-benzin-74271226-244e-4c8d-a957-c92c675b983d
berlin,skoda,kleinwagen,8.990,51.0,75,2015,Benzin,Schaltgetriebe,Händler,,Ja,https://www.autoscout24.de/angebote/skoda-citigo-1-0-mpi-55kw-ambition-benzin-rot-43d25ccd-6b64-4e98-aee9-13d062e590f5
berlin,skoda,kleinwagen,8.990,14.548,60,2018,Benzin,Schaltgetriebe,Händler,2,12 Monate,https://www.autoscout24.de/angebote/skoda-citigo-1-0-mpi-cool-edition-klima-elektr-fensterh-benzin-9e2f118a-6d63-40bf-a7f2-80785701c294
berlin,skoda,kleinwagen,8.990,52.712,75,2014,Benzin,Schaltgetriebe,Händler,,Ja,https://www.autoscout24.de/angebote/skoda-citigo-ambition-klima-shz-pdc-tempom-zv-benzin-gruen-32a081c3-f8a0-4abc-8a37-32c0a3c7c40d
berlin,skoda,kleinwagen,8.790,90.809,60,2016,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/skoda-fabia-cool-edition-klima-1-hand-tuev-neu-benzin-weiss-364dac99-c4fa-41e3-9e12-64690d7db70c
berlin,skoda,kleinwagen,9.490,79.0,75,2016,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/skoda-fabia-1-0l-combi-klima-alu-pdc-benzin-weiss-9f63ed42-9d23-4871-abf0-f7832961d1b0
berlin,skoda,kleinwagen,8.799,99.3,75,2016,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/skoda-fabia-1-0i-red-grey-benzin-schwarz-58dad0b9-2f38-4553-8a14-b9b01defe289
berlin,skoda,kleinwagen,9.140,77.624,60,2015,Benzin,Schaltgetriebe,Händler,3,12 Monate,https://www.autoscout24.de/angebote/skoda-fabia-1-0-mpi-ambition-pdc-shz-tempo-benzin-schwarz-ba10046d-3852-4457-afb0-ee8e2167c724
berlin,skoda,kleinwagen,5.990,114.0,75,2013,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/skoda-citigo-ambition-tuev-service-neu-benzin-schwarz-2841a2a4-3119-46dd-89c1-a9afb6838033
berlin,skoda,kleinwagen,6.980,146.4,60,2016,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/skoda-fabia-active-klima-allwetterrifen-pdc-benzin-weiss-2912c0d0-bd8c-4978-b92e-e3f2b3333ca9
berlin,skoda,kleinwagen,6.500,55.0,60,2013,Benzin,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/skoda-fabia-1-2-htp-combi-easy-benzin-blau-5852adf2-b79c-4f9f-9b4c-c0723ad58d82
berlin,skoda,kleinwagen,7.199,46.7,60,2016,Benzin,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/skoda-citigo-ambition-nf1-benzin-rot-b572cc70-5543-413a-91c7-ec9e0abc94d8
berlin,skoda,kleinwagen,8.960,93.893,90,2015,Benzin,Schaltgetriebe,Händler,2,12 Monate,https://www.autoscout24.de/angebote/skoda-fabia-1-2-tsi-active-dab-touch-klima-benzin-schwarz-9ef0d927-372a-4431-990b-a2ccc1b3c15a
berlin,skoda,kleinwagen,9.990,78.0,75,2015,Benzin,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/skoda-citigo-automatik-klima-5-tuerer-tuev-neu-benzin-silber-968ac963-ecb7-4edf-b88c-60d8221e55b8
berlin,skoda,kleinwagen,5.599,90.426,60,2014,Benzin,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/skoda-citigo-monte-carlo-benzin-weiss-9d4f2ccb-9170-4a41-9eab-18482d1257ee
berlin,skoda,kleinwagen,8.897,35.55,60,2018,Benzin,Schaltgetriebe,Händler,1,12 Monate,https://www.autoscout24.de/angebote/skoda-citigo-1-0-active-klima-isofix-bremsassistent-benzin-schwarz-e5d5181d-8373-48e5-908e-bf0793f3cb20
berlin,skoda,kleinwagen,7.590,100.0,75,2013,Benzin,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/skoda-citigo-1-0-mpi-elegance-klima-navi-shz-panorama-cd-nr-sh-benzin-weiss-61a420ca-4c02-41de-99fa-5dcf84929f3b
berlin,skoda,kleinwagen,7.990,61.0,60,2015,Benzin,Schaltgetriebe,Händler,3,Ja,https://www.autoscout24.de/angebote/skoda-citigo-1-0-mpi-ambition-60-ps-navi-shz-klima-benzin-silber-09279fa9-52ec-40e9-9229-35213f85f390
berlin,skoda,kleinwagen,7.990,65.981,68,2015,Benzin,Schaltgetriebe,Händler,2,12 Monate,https://www.autoscout24.de/angebote/skoda-citigo-citigo-1-0-g-tec-allwetter-klima-benzin-08f98e4b-1b67-48c2-a935-6c2c50a793f2
berlin,skoda,kleinwagen,7.560,156.864,60,2017,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/skoda-fabia-cool-edition-enjoy-paket-alu-usb-pdc-benzin-blau-0136ab5c-2f02-4993-a84b-0c0eb7e5046c
berlin,skoda,kleinwagen,7.499,97.079,60,2018,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/skoda-citigo-ambition-1-besitz-klimaanlage-benzin-rot-32a371c7-cabf-4a62-8465-90cd432de4d1
